channel,review_id,slot_id,task_id,family,base_family,block,profile,difficulty_tier,coupling,schedule,dependency_distance,structural_split,category,eligible,reached,exposed,verdict,reason,source_lines,event_indices,request_ids
machine,R-BBD56459DE0AA1,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,HARD,BOUND,CONCURRENT,LONG,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-BBD56459DE0AA1,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,HARD,BOUND,CONCURRENT,LONG,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""V"", ""BUFFER_OCCUPANCY_OWNER"": ""C"", ""BUFFER_RECEIPT"": ""C"", ""SUPPORT_DEPARTURE"": ""C""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-BBD56459DE0AA1,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,HARD,BOUND,CONCURRENT,LONG,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-BBD56459DE0AA1,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,HARD,BOUND,CONCURRENT,LONG,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 4}",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""U"", ""BUFFER_OCCUPANCY_OWNER"": ""U"", ""BUFFER_RECEIPT"": ""U"", ""SUPPORT_DEPARTURE"": ""U""}, ""geometry_status_recorded_but_not_interpreted"": ""INCONCLUSIVE_INCOMPLETE_TRACE"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-1F4429DFA141B8,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,HARD,BOUND,CONCURRENT,LONG,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""C"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 1}",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""U"", ""BUFFER_OCCUPANCY_OWNER"": ""U"", ""BUFFER_RECEIPT"": ""U"", ""SUPPORT_DEPARTURE"": ""U""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-E6D57F8A61B0D3,I-IC01_C1_BUFFER-BOUND-CONCURRENT-LONG-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,HARD,BOUND,CONCURRENT,LONG,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 1}",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""V"", ""BUFFER_OCCUPANCY_OWNER"": ""C"", ""BUFFER_RECEIPT"": ""V"", ""SUPPORT_DEPARTURE"": ""C""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-E5862B907149CA,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm46,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,CONCURRENT,SHORT,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""C"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 2}",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""U"", ""BUFFER_OCCUPANCY_OWNER"": ""C"", ""BUFFER_RECEIPT"": ""U"", ""SUPPORT_DEPARTURE"": ""C""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-A7D46B4CCE8981,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm47,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm47,MEDIUM,BOUND,CONCURRENT,SHORT,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""BUFFER_EVENT_PROTOCOL"": ""V"", ""BUFFER_OCCUPANCY_OWNER"": ""C"", ""BUFFER_RECEIPT"": ""V"", ""SUPPORT_DEPARTURE"": ""C""}, ""expected_direct_labels"": [""SUPPORT_DEPARTURE"", ""BUFFER_OCCUPANCY_OWNER"", ""BUFFER_EVENT_PROTOCOL"", ""BUFFER_RECEIPT""], ""geometry_status"": ""NO_FORBIDDEN_CONTACT_IN_DECLARED_FIXED_AABB_TRANSLATIONS"", ""geometry_verdict"": ""C"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-7AFDFCA06FFB46,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm5,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm5,MEDIUM,BOUND,CONCURRENT,SHORT,,structure_fidelity,True,True,True,U,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 2}",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""C"", ""BUFFER_OCCUPANCY_OWNER"": ""V"", ""BUFFER_RECEIPT"": ""U"", ""SUPPORT_DEPARTURE"": ""C""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,O_observation_branching,False,False,False,NA,"""NO_DECLARED_OBSERVATION_FACT""",[],[],[]
machine,R-C487054DC721FD,I-IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT-glm52,IC01_C1_BUFFER-BOUND-CONCURRENT-SHORT,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm52,MEDIUM,BOUND,CONCURRENT,SHORT,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""C"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-1E0F92BF071A19,I-IC01_C1_BUFFER-BOUND-SERIAL-LONG-glm46,IC01_C1_BUFFER-BOUND-SERIAL-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,SERIAL,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-1E0F92BF071A19,I-IC01_C1_BUFFER-BOUND-SERIAL-LONG-glm46,IC01_C1_BUFFER-BOUND-SERIAL-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,SERIAL,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-1E0F92BF071A19,I-IC01_C1_BUFFER-BOUND-SERIAL-LONG-glm46,IC01_C1_BUFFER-BOUND-SERIAL-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,SERIAL,LONG,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 1}",[],[],[]
machine,R-1E0F92BF071A19,I-IC01_C1_BUFFER-BOUND-SERIAL-LONG-glm46,IC01_C1_BUFFER-BOUND-SERIAL-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,SERIAL,LONG,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-1E0F92BF071A19,I-IC01_C1_BUFFER-BOUND-SERIAL-LONG-glm46,IC01_C1_BUFFER-BOUND-SERIAL-LONG,IC01_C1_BUFFER,C1_BUFFER,RQ2_FACTORIAL,glm46,MEDIUM,BOUND,SERIAL,LONG,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""BUFFER_EVENT_PROTOCOL"": ""V"", ""BUFFER_OCCUPANCY_OWNER"": ""V"", ""BUFFER_RECEIPT"": ""V"", ""SUPPORT_DEPARTURE"": ""C""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
